authors,published_parsed,updated_parsed,primary_category,tagged_categories,weights,pages,references
[u'Renato Fabbri'],"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=23, tm_hour=10, tm_min=31, tm_sec=20, tm_wday=1, tm_yday=357, tm_isdst=0)","time.struct_time(tm_year=2014, tm_mon=12, tm_mday=23, tm_hour=10, tm_min=31, tm_sec=20, tm_wday=1, tm_yday=357, tm_isdst=0)",cs.SI,"[u'cs.SI', u'physics.data-an', u'physics.soc-ph']",0.0,26,2
[u'David Cox'],"time.struct_time(tm_year=2016, tm_mon=8, tm_mday=8, tm_hour=0, tm_min=0, tm_sec=41, tm_wday=0, tm_yday=221, tm_isdst=0)","time.struct_time(tm_year=2016, tm_mon=8, tm_mday=8, tm_hour=0, tm_min=0, tm_sec=41, tm_wday=0, tm_yday=221, tm_isdst=0)",q-bio.NC,"[u'q-bio.NC', u'92-01']",0.0,10,3
"[u'Olga Chugreeva', u'Christof Melcher']","time.struct_time(tm_year=2017, tm_mon=5, tm_mday=29, tm_hour=13, tm_min=50, tm_sec=18, tm_wday=0, tm_yday=149, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=5, tm_mday=29, tm_hour=13, tm_min=50, tm_sec=18, tm_wday=0, tm_yday=149, tm_isdst=0)",math.PR,"[u'math.PR', u'math.AP']",1.0,16,40
"[u'Christos Tzoumanekas', u'Doros N. Theodorou']","time.struct_time(tm_year=2006, tm_mon=2, tm_mday=23, tm_hour=15, tm_min=8, tm_sec=54, tm_wday=3, tm_yday=54, tm_isdst=0)","time.struct_time(tm_year=2006, tm_mon=2, tm_mday=23, tm_hour=15, tm_min=8, tm_sec=54, tm_wday=3, tm_yday=54, tm_isdst=0)",cond-mat.soft,"[u'cond-mat.soft', u'cond-mat.mtrl-sci']",1.0,4,0
"[u'Eli A. Meirom', u'Shie Mannor', u'Ariel Orda']","time.struct_time(tm_year=2014, tm_mon=12, tm_mday=29, tm_hour=22, tm_min=38, tm_sec=53, tm_wday=0, tm_yday=363, tm_isdst=0)","time.struct_time(tm_year=2014, tm_mon=12, tm_mday=29, tm_hour=22, tm_min=38, tm_sec=53, tm_wday=0, tm_yday=363, tm_isdst=0)",cs.GT,"[u'cs.GT', u'cs.NI']",0.5,15,27
"[u'Matthieu Latapy', u'Clemence Magnien', u'Frederic Ouedraogo']","time.struct_time(tm_year=2008, tm_mon=7, tm_mday=10, tm_hour=9, tm_min=34, tm_sec=19, tm_wday=3, tm_yday=192, tm_isdst=0)","time.struct_time(tm_year=2009, tm_mon=2, tm_mday=9, tm_hour=15, tm_min=43, tm_sec=16, tm_wday=0, tm_yday=40, tm_isdst=0)",cs.NI,[u'cs.NI'],0.5,8,29
"[u'Richard Clegg', u'Raul Landa', u'Uli Harder', u'Miguel Rio']","time.struct_time(tm_year=2009, tm_mon=4, tm_mday=5, tm_hour=15, tm_min=14, tm_sec=17, tm_wday=6, tm_yday=95, tm_isdst=0)","time.struct_time(tm_year=2009, tm_mon=4, tm_mday=5, tm_hour=15, tm_min=14, tm_sec=17, tm_wday=6, tm_yday=95, tm_isdst=0)",cs.NI,[u'cs.NI'],0.3333333333333333,14,19
"[u'D. Garlaschelli', u'T. Di Matteo', u'T. Aste', u'G. Caldarelli', u'M. I. Loffredo']","time.struct_time(tm_year=2007, tm_mon=1, tm_mday=2, tm_hour=21, tm_min=54, tm_sec=33, tm_wday=1, tm_yday=2, tm_isdst=0)","time.struct_time(tm_year=2007, tm_mon=1, tm_mday=2, tm_hour=21, tm_min=54, tm_sec=33, tm_wday=1, tm_yday=2, tm_isdst=0)",physics.soc-ph,"[u'physics.soc-ph', u'nlin.AO', u'q-fin.GN']",0.25,6,20
"[u'Alireza Dirafzoon', u'Alper Bozkurt', u'Edgar Lobaton']","time.struct_time(tm_year=2016, tm_mon=6, tm_mday=30, tm_hour=21, tm_min=23, tm_sec=17, tm_wday=3, tm_yday=182, tm_isdst=0)","time.struct_time(tm_year=2016, tm_mon=6, tm_mday=30, tm_hour=21, tm_min=23, tm_sec=17, tm_wday=3, tm_yday=182, tm_isdst=0)",cs.RO,"[u'cs.RO', u'math.AT', u'stat.ML']",0.5,13,41
"[u'Ann E. Sizemore', u'Jennifer Phillips-Cremins', u'Robert Ghrist', u'Danielle S. Bassett']","time.struct_time(tm_year=2018, tm_mon=6, tm_mday=13, tm_hour=17, tm_min=55, tm_sec=27, tm_wday=2, tm_yday=164, tm_isdst=0)","time.struct_time(tm_year=2018, tm_mon=6, tm_mday=13, tm_hour=17, tm_min=55, tm_sec=27, tm_wday=2, tm_yday=164, tm_isdst=0)",q-bio.QM,"[u'q-bio.QM', u'q-bio.NC', u'55-01']",0.3333333333333333,17,68
"[u'Pavel Petrov', u'Stephen T Rush', u'Zhichun Zhai', u'Christine H Lee', u'Peter T Kim', u'Giseon Heo']","time.struct_time(tm_year=2017, tm_mon=7, tm_mday=27, tm_hour=8, tm_min=28, tm_sec=15, tm_wday=3, tm_yday=208, tm_isdst=0)","time.struct_time(tm_year=2017, tm_mon=7, tm_mday=31, tm_hour=7, tm_min=9, tm_sec=27, tm_wday=0, tm_yday=212, tm_isdst=0)",q-bio.QM,"[u'q-bio.QM', u'stat.AP', u'62-07']",0.2,20,38
"[u'Maxime Soler', u'Melanie Plainchault', u'Bruno Conche', u'Julien Tierny']","time.struct_time(tm_year=2018, tm_mon=2, tm_mday=8, tm_hour=7, tm_min=35, tm_sec=43, tm_wday=3, tm_yday=39, tm_isdst=0)","time.struct_time(tm_year=2018, tm_mon=2, tm_mday=8, tm_hour=7, tm_min=35, tm_sec=43, tm_wday=3, tm_yday=39, tm_isdst=0)",eess.IV,"[u'eess.IV', u'cs.CG', u'cs.CV', u'cs.GR']",0.3333333333333333,10,48
